a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65,nnn66,
4666,9285,emblem,LOOT_APR_EM_20,em_apr_impact_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D193,,,loot,0,,0,0,,,,1,,,em_st_impact_04,275,0,LootDrop4,
4667,9286,emblem,LOOT_APR_EM_21,em_apr_impact_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D194,,,loot,0,,0,0,,,,1,,,em_st_impact_05,275,0,LootDrop4,
4668,9287,emblem,LOOT_APR_EM_26,em_apr_impact_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D195,,,loot,0,,0,0,,,,2,,,em_st_impact_06,775,0,LootDrop4,
4669,9288,emblem,LOOT_APR_EM_28,em_apr_impact_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D196,,,loot,0,,0,0,,,,3,,,em_st_impact_07,1300,0,LootDrop4,
4670,9289,emblem,LOOT_APR_EM_REWARD_02,em_apr_impact_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D197,,,reward,0,,0,0,,,,0,,,em_st_impact_reward,3950,0,LootDrop4,
4671,9290,emblem,LOOT_APR_EM_11,em_apr_spectral_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D199,,,loot,0,,0,0,,,,0,,,em_st_spectral_01,165,0,LootDrop4,
4672,9291,emblem,LOOT_APR_EM_29,em_apr_spectral_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D19A,,,loot,0,,0,0,,,,0,,,em_st_spectral_02,165,0,LootDrop4,
4673,9292,emblem,LOOT_APR_EM_30,em_apr_spectral_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D19B,,,loot,0,,0,0,,,,1,,,em_st_spectral_03,275,0,LootDrop4,
4674,9293,emblem,LOOT_APR_EM_31,em_apr_spectral_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D19C,,,loot,0,,0,0,,,,1,,,em_st_spectral_04,275,0,LootDrop4,
4675,9294,emblem,LOOT_APR_EM_32,em_apr_spectral_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D19D,,,loot,0,,0,0,,,,1,,,em_st_spectral_05,275,0,LootDrop4,
4676,9295,emblem,LOOT_APR_EM_33,em_apr_spectral_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D19E,,,loot,0,,0,0,,,,2,,,em_st_spectral_06,775,0,LootDrop4,
4677,9296,emblem,LOOT_APR_EM_34,em_apr_spectral_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D19F,,,loot,0,,0,0,,,,3,,,em_st_spectral_07,1300,0,LootDrop4,
4678,9297,emblem,LOOT_APR_EM_REWARD_03,em_apr_spectral_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1A0,,,reward,0,,0,0,,,,0,,,em_st_spectral_reward,3950,0,LootDrop4,
4679,9298,weapon_melee,WEAPON_MELEE_TRIBAL,h1_meleejun5,,melee_tribal,PERKS_MELEE_RANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1A4,,,reward,0,,0,0,,,,0,,,,4150,0,LootDrop5,
4680,9299,weapon_assault,WEAPON_LYNXCQ300,h1_augast,,asl_lynxcq300,PERKS_FULLY_AUTOMATIC_WITH9,,weapon_stow_mid_up,,acogmwr,reflexmwr,glmwr,glpremwr,silencermwr,,,,,,,,,,,,,,,,,,,,,,,,,,60,63,75,65,66,,,,0x100D1A6,,,reward,0,,0,0,,,,0,,,,4150,0,LootDrop6,
4681,9300,weapon_smg,WEAPON_PKPSD9,h1_augsmg,,smg_pkpsd9,PERKS_PROKOLOT_DESC,,weapon_stow_mid_up,,acogmwr,holosightmwr,reflexmwr,reflexvarmwr,thermalmwr,gripmwr,longbarrelmwr,silencermwr,xmagmwr,,,,,,,,,,,,,,,,,,,,,,90,75,30,85,100,,,,0x100D1A8,,,reward,0,,0,0,,,,0,,,,4150,0,LootDrop6,
4682,9301,weapon_heavy,WEAPON_BEREDMK8,h1_junlmg,,lmg_mk8,PERKS_FULLY_AUTOMATIC_WITH10,,weapon_stow_mid_up,,acogmwr,holosightmwr,reflexmwr,reflexvarmwr,thermalmwr,gripmwr,heartbeatmwr,longbarrelmwr,silencermwr,xmagmwr,,,,,,,,,,,,,,,,,,,,,65,50,75,70,33,,,,0x100D1AA,,,reward,0,,0,0,,,,0,,,,4150,0,LootDrop5,
4683,9302,weapon_shotgun,WEAPON_RANGER,h1_junsho,,sho_ranger,PERKS_RANGER_SHOTGUN,,weapon_stow_mid_up,,longbarrelmwr,silencermwr,xmagmwr,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,95,20,75,100,,,,0x100D1AC,,,reward,0,,0,0,,,,0,,,,4150,0,LootDrop5,
4684,9303,weapon_sniper,WEAPON_STAC330,h1_junsnp,,sni_stac330,PERKS_BOLTACTION_SNIPER_RIFLE,,weapon_stow_mid_up,,acogmwr,thermalmwr,varzoommwr,heartbeatmwr,longbarrelmwr,silencermwr,xmagmwr,,,,,,,,,,,,,,,,,,,,,,,,85,85,100,15,66,,,,0x100D1AE,,,reward,0,,0,0,,,,0,,,,4150,0,LootDrop5,
4685,9304,weapon_pistol,WEAPON_BR9,h1_augpst,,pst_br9,PERKS_SEMIAUTOMATIC_WITH_HIGH,,weapon_stow_mid_up,,silencermwr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,85,35,40,100,,,,0x100D1B0,,,reward,0,,0,0,,,,0,,,,4150,0,LootDrop6,
4699,9318,supplydrop,ls_basic_1,ls_basic_1,,depot_crate_drop_2_common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1B2,,,supply_drop,0,,0,0,,,,0,,,,2700,0,LootDrop4,
4700,9319,supplydrop,ls_advanced_1,ls_advanced_1,,depot_crate_drop_2_rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1B3,,,supply_drop,0,,0,0,,,,1,,,grind,8100,0,LootDrop4,
5271,9890,supplydrop,ls_advanced_1,ls_advanced_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1B4,0x100D1B3,,supply_drop,0,,0,0,,,,1,,,grind,8100,0,LootDrop4,
5272,9891,supplydrop,ls_advanced_1,ls_advanced_1,,depot_crate_angled_drop_2_rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D247,0x100D1B3,,supply_drop,0,,0,0,,,,1,,,grind,8100,0,LootDrop4,
4701,9320,bundlepurchase,bun_apr_haspurchased,bun_apr_haspurchased,,,DEPOT_BUNDLE_DESC_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1B5,,,loot,0,,0,0,,,,0,,,,100,0,LootDrop3,
4703,9322,bundlepurchase,bun_apr2_haspurchased,bun_apr2_haspurchased,,depot_crate_bundle_25off_ls,DEPOT_BUNDLE_DESC_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1B7,,,loot,0,,0,0,,,,0,,,,100,0,LootDrop3,
4704,9323,supplydrop,ex_promo_one,ex_promo_one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1B8,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,3,LootDrop4,
5273,9892,supplydrop,ex_promo_one,ex_promo_one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1B9,0x100D1B8,,supply_drop,0,,0,0,,,,1,,,cp=300,300,3,LootDrop4,
4705,9324,supplydrop,ex_promo_two,ex_promo_two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1BA,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,4,LootDrop4,
5274,9893,supplydrop,ex_promo_two,ex_promo_two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1BB,0x100D1BA,,supply_drop,0,,0,0,,,,1,,,cp=300,300,4,LootDrop4,
4706,9325,supplydrop,ex_promo_three,ex_promo_three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1BC,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,5,LootDrop4,
5275,9894,supplydrop,ex_promo_three,ex_promo_three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1BD,0x100D1BC,,supply_drop,0,,0,0,,,,1,,,cp=300,300,5,LootDrop4,
4707,9326,supplydrop,ex_promo_four,ex_promo_four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1BE,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,6,LootDrop4,
5276,9895,supplydrop,ex_promo_four,ex_promo_four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1BF,0x100D1BE,,supply_drop,0,,0,0,,,,1,,,cp=300,300,6,LootDrop4,
4708,9327,supplydrop,ex_promo_five,ex_promo_five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C0,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,8,LootDrop4,
5277,9896,supplydrop,ex_promo_five,ex_promo_five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C1,0x100D1C0,,supply_drop,0,,0,0,,,,1,,,cp=300,300,8,LootDrop4,
4709,9328,supplydrop,ex_promo_six,ex_promo_six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C2,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,9,LootDrop4,
5278,9897,supplydrop,ex_promo_six,ex_promo_six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C3,0x100D1C2,,supply_drop,0,,0,0,,,,1,,,cp=300,300,9,LootDrop4,
4710,9329,supplydrop,ex_promo_seven,ex_promo_seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C4,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,9,LootDrop4,
5279,9898,supplydrop,ex_promo_seven,ex_promo_seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C5,0x100D1C4,,supply_drop,0,,0,0,,,,1,,,cp=300,300,9,LootDrop4,
4711,9330,supplydrop,ex_promo_eight,ex_promo_eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C6,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,10,LootDrop4,
5280,9899,supplydrop,ex_promo_eight,ex_promo_eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C7,0x100D1C6,,supply_drop,0,,0,0,,,,1,,,cp=300,300,10,LootDrop4,
4712,9331,charactercamo,LOOT_JUN_CCAMO_01,ccamo_jun_summertime_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C8,,,loot,0,,0,0,,,,0,,,ccamo_summertime,550,2,LootDrop5,
4713,9332,charactercamo,LOOT_JUN_CCAMO_02,ccamo_jun_nauticus_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1C9,,,loot,0,,0,0,,,,1,,,ccamo_nauticus,920,2,LootDrop5,
4714,9333,charactercamo,LOOT_JUN_CCAMO_03,ccamo_jun_celebration_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1CA,,,loot,0,,0,0,,,,3,,,ccamo_celebration,4300,2,LootDrop5,
4715,9334,charactercamo,LOOT_JUN_CCAMO_04,ccamo_jun_pyrotechnic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1CB,,,loot,0,,0,0,,,,0,,,ccamo_pyrotechnic,550,2,LootDrop5,
4717,9336,charactercamo,LOOT_JUN_CCAMO_06,ccamo_jun_stac330_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1CD,,,loot,0,,0,0,,,,0,,,ccamo_stac330,275,0,LootDrop5,
4718,9337,charactercamo,LOOT_JUN_CCAMO_07,ccamo_jun_beredmk8_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1CE,,,loot,0,,0,0,,,,2,,,ccamo_beredmk8,775,0,LootDrop5,
4719,9338,charactercamo,LOOT_JUN_CCAMO_08,ccamo_jun_wolfen_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1CF,,,loot,0,,0,0,,,,1,,,ccamo_wolfen,460,0,LootDrop5,
4720,9339,charactercamo,LOOT_JUN_CCAMO_09,ccamo_jun_warscarred_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D0,,,loot,0,,0,0,,,,2,,,ccamo_warscarred,775,0,LootDrop5,
4721,9340,charactercamo,LOOT_JUN_CCAMO_10,ccamo_jun_slate_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D1,,,loot,0,,0,0,,,,1,,,ccamo_slate,460,0,LootDrop5,
4722,9341,charactercamo,LOOT_JUN_CCAMO_11,ccamo_jun_grisly_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D2,,,loot,0,,0,0,,,,2,,,ccamo_grisly,775,0,LootDrop5,
4723,9342,charactercamo,LOOT_JUN_CCAMO_12,ccamo_jun_blackout_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D3,,,loot,0,,0,0,,,,3,,,ccamo_blackout,2150,0,LootDrop5,
4724,9343,charactercamo,LOOT_JUN_CCAMO_13,ccamo_jun_glacier_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D4,,,loot,0,,0,0,,,,3,,,ccamo_glacier,2150,0,LootDrop5,
4725,9344,charactercamo,LOOT_JUN_CCAMO_14,ccamo_jun_masterpiece_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D5,,,loot,0,,0,0,,,,1,,,ccamo_masterpiece,460,0,LootDrop5,
4726,9345,charactercamo,LOOT_JUN_CCAMO_15,ccamo_jun_don_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D6,,,loot,0,,0,0,,,,1,,,ccamo_don,460,0,LootDrop5,
4727,9346,charactercamo,LOOT_JUN_CCAMO_16,ccamo_jun_mudder_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D7,,,loot,0,,0,0,,,,1,,,ccamo_mudder,460,0,LootDrop5,
4728,9347,charactercamo,LOOT_JUN_CCAMO_17,ccamo_jun_liquidator_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D8,,,loot,0,,0,0,,,,1,,,ccamo_liquidator,460,0,LootDrop5,
4729,9348,charactercamo,LOOT_JUN_CCAMO_18,ccamo_jun_neanderthal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1D9,,,loot,0,,0,0,,,,1,,,ccamo_neanderthal,460,0,LootDrop5,
4730,9349,charactercamo,LOOT_JUN_CCAMO_19,ccamo_jun_reaper_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1DA,,,loot,0,,0,0,,,,2,,,ccamo_reaper,775,0,LootDrop5,
4731,9350,charactercamo,LOOT_JUN_CCAMO_20,ccamo_jun_relic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1DB,,,loot,0,,0,0,,,,0,,,ccamo_relic,275,0,LootDrop5,
4732,9351,charactercamo,LOOT_JUN_CCAMO_21,ccamo_jun_tribal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1DC,,,loot,0,,0,0,,,,3,,,ccamo_tribal,2150,0,LootDrop5,
4733,9352,charactercamo,LOOT_JUN_CCAMO_22,ccamo_jun_bludgeon_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1DD,,,loot,0,,0,0,,,,2,,,ccamo_bludgeon,775,0,LootDrop5,
4734,9353,supplydrop,ex_promo_nine,ex_promo_nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1DE,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,11,LootDrop6,
5281,9900,supplydrop,ex_promo_nine,ex_promo_nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1DF,0x100D1DE,,supply_drop,0,,0,0,,,,1,,,cp=300,300,11,LootDrop4,
4735,9354,supplydrop,ex_promo_ten,ex_promo_ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E0,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,12,LootDrop6,
5282,9901,supplydrop,ex_promo_ten,ex_promo_ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E1,0x100D1E0,,supply_drop,0,,0,0,,,,1,,,cp=300,300,12,LootDrop4,
4736,9355,supplydrop,ex_promo_eleven,ex_promo_eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E2,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,13,LootDrop6,
5283,9902,supplydrop,ex_promo_eleven,ex_promo_eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E3,0x100D1E2,,supply_drop,0,,0,0,,,,1,,,cp=300,300,13,LootDrop4,
4737,9356,supplydrop,ex_promo_twelve,ex_promo_twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E4,,,supply_drop,0,,0,0,,,,1,,,cp=300,300,14,LootDrop6,
5284,9903,supplydrop,ex_promo_twelve,ex_promo_twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E5,0x100D1E4,,supply_drop,0,,0,0,,,,1,,,cp=300,300,14,LootDrop4,
4738,9357,supplydrop,ex_promo_thirteen,ex_promo_thirteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E6,,,supply_drop,0,,0,0,,,,1,,,grind,8100,15,LootDrop4,
5285,9904,supplydrop,ex_promo_thirteen,ex_promo_thirteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E7,0x100D1E6,,supply_drop,0,,0,0,,,,1,,,grind,8100,15,LootDrop4,
4739,9358,supplydrop,ex_promo_fourteen,ex_promo_fourteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E8,,,supply_drop,0,,0,0,,,,1,,,grind,8100,16,LootDrop4,
5286,9905,supplydrop,ex_promo_fourteen,ex_promo_fourteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1E9,0x100D1E8,,supply_drop,0,,0,0,,,,1,,,grind,8100,16,LootDrop4,
4740,9359,supplydrop,ex_promo_fifteen,ex_promo_fifteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1EA,,,supply_drop,0,,0,0,,,,1,,,grind,8100,17,LootDrop4,
5287,9906,supplydrop,ex_promo_fifteen,ex_promo_fifteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1EB,0x100D1EA,,supply_drop,0,,0,0,,,,1,,,grind,8100,17,LootDrop4,
4741,9360,supplydrop,ex_promo_sixteen,ex_promo_sixteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1EC,,,supply_drop,0,,0,0,,,,1,,,grind,8100,18,LootDrop4,
5288,9907,supplydrop,ex_promo_sixteen,ex_promo_sixteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1ED,0x100D1EC,,supply_drop,0,,0,0,,,,1,,,grind,8100,18,LootDrop4,
4742,9361,furniturekit,LOOT_JUN_FK_01,fk_tki,,h1_weapon_kit_icon_jun_nauticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1EE,,,loot,0,,0,0,,,,3,,,,4300,2,LootDrop5,
4743,9362,furniturekit,LOOT_JUN_FK_REWARD_01,fk_wlf,,h1_weapon_kit_icon_jun_wolfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1EF,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4744,9363,furniturekit,LOOT_JUN_FK_REWARD_02,fk_clb,,h1_weapon_kit_icon_jun_celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1F1,,,reward,0,,0,0,,,,0,,,,4025,2,LootDrop5,
4745,9364,furniturekit,LOOT_JUN_FK_REWARD_03,fk_wsr,,h1_weapon_kit_icon_jun_warscarred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1F3,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4746,9365,furniturekit,LOOT_JUN_FK_REWARD_04,fk_slt,,h1_weapon_kit_icon_jun_slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1F5,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4747,9366,furniturekit,LOOT_JUN_FK_REWARD_05,fk_gsy,,h1_weapon_kit_icon_jun_grisly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1F7,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4748,9367,furniturekit,LOOT_JUN_FK_REWARD_06,fk_pyr,,h1_weapon_kit_icon_jun_pyrotechnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1F9,,,reward,0,,0,0,,,,0,,,,4025,2,LootDrop5,
4749,9368,furniturekit,LOOT_JUN_FK_REWARD_07,fk_bko,,h1_weapon_kit_icon_jun_blackout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1FB,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4750,9369,furniturekit,LOOT_JUN_FK_REWARD_08,fk_gla,,h1_weapon_kit_icon_jun_glacier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1FD,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4751,9370,furniturekit,LOOT_JUN_FK_REWARD_09,fk_msp,,h1_weapon_kit_icon_jun_masterpiece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D1FF,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4752,9371,furniturekit,LOOT_JUN_FK_REWARD_10,fk_don,,h1_weapon_kit_icon_jun_don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D201,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4753,9372,furniturekit,LOOT_JUN_FK_REWARD_11,fk_mud,,h1_weapon_kit_icon_jun_mudder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D203,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4754,9373,furniturekit,LOOT_JUN_FK_REWARD_12,fk_liq,,h1_weapon_kit_icon_jun_liquidator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D205,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4755,9374,furniturekit,LOOT_JUN_FK_REWARD_13,fk_ndl,,h1_weapon_kit_icon_jun_neanderthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D207,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4756,9375,furniturekit,LOOT_JUN_FK_REWARD_14,fk_rpr,,h1_weapon_kit_icon_jun_reaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D209,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4757,9376,furniturekit,LOOT_JUN_FK_REWARD_15,fk_rlc,,h1_weapon_kit_icon_jun_relic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D20B,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop5,
4758,9377,reticle,LOOT_JUN_RET_01,ret_jun_summertime_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D20D,,,loot,0,,0,0,,,,0,,,ret_summertime_01,200,2,LootDrop5,
4759,9378,reticle,LOOT_JUN_RET_02,ret_jun_nauticus_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D20E,,,loot,0,,0,0,,,,1,,,ret_nauticus_01,330,2,LootDrop5,
4760,9379,reticle,LOOT_JUN_RET_03,ret_jun_celebration_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D20F,,,loot,0,,0,0,,,,0,,,ret_celebration_01,200,2,LootDrop5,
4761,9380,reticle,LOOT_JUN_RET_04,ret_jun_pyrotechnic_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D210,,,loot,0,,0,0,,,,0,,,ret_pyrotechnic_01,200,2,LootDrop5,
4763,9382,reticle,LOOT_JUN_RET_06,ret_jun_stac330_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D212,,,loot,0,,0,0,,,,0,,,ret_stac330_01,100,0,LootDrop5,
