model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,wetmodel,wetviewmodel,productionLevel,
head_shamrock_graves_sas_ct_assault_mp_patch,head,47,49,0,,head_shamrock_graves_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_shamrock_graves_sas_woodland_assault_mp_patch,head,47,49,0,,head_shamrock_graves_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_assault_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_assault_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_shamrock_graves_usmc_desert_assault_mp_patch,head,47,49,0,,head_shamrock_graves_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_shamrock_graves_arab_desert_assault_mp_patch,head,47,49,0,,head_shamrock_graves_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_shamrock_graves_arab_desert_lmg_mp_patch,head,47,49,0,,head_shamrock_graves_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_shamrock_graves_arab_desert_shotgun_mp_patch,head,47,49,0,,head_shamrock_graves_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_shamrock_graves_arab_desert_smg_mp_patch,head,47,49,0,,head_shamrock_graves_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_shamrock_graves_arab_desert_sniper_mp_patch,head,47,49,0,,head_shamrock_graves_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_shamrock_graves_sas_ct_lmg_mp_patch,head,47,49,0,,head_shamrock_graves_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_shamrock_graves_sas_ct_shotgun_mp_patch,head,47,49,0,,head_shamrock_graves_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_shamrock_graves_sas_ct_smg_mp_patch,head,47,49,0,,head_shamrock_graves_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_shamrock_graves_sas_ct_sniper_mp_patch,head,47,49,0,,head_shamrock_graves_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_shamrock_graves_sas_woodland_lmg_mp_patch,head,47,49,0,,head_shamrock_graves_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_shamrock_graves_sas_woodland_shotgun_mp_patch,head,47,49,0,,head_shamrock_graves_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_shamrock_graves_sas_woodland_smg_mp_patch,head,47,49,0,,head_shamrock_graves_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_shamrock_graves_sas_woodland_sniper_mp_patch,head,47,49,0,,head_shamrock_graves_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_urban_sniper_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_lmg_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_lmg_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_shotgun_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_shotgun_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_smg_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_smg_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_shamrock_graves_spetsnaz_woodland_sniper_mp_patch,head,47,49,0,,head_shamrock_graves_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_shamrock_graves_usmc_desert_lmg_mp_patch,head,47,49,0,,head_shamrock_graves_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_shamrock_graves_usmc_desert_shotgun_mp_patch,head,47,49,0,,head_shamrock_graves_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_shamrock_graves_usmc_desert_smg_mp_patch,head,47,49,0,,head_shamrock_graves_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_shamrock_graves_usmc_desert_sniper_mp_patch,head,47,49,0,,head_shamrock_graves_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_irs_mcbamf_sas_ct_assault_mp,head,48,50,0,,head_irs_mcbamf_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_irs_mcbamf_sas_woodland_assault_mp,head,48,50,0,,head_irs_mcbamf_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_assault_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_assault_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_irs_mcbamf_usmc_desert_assault_mp,head,48,50,0,,head_irs_mcbamf_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_irs_mcbamf_arab_desert_assault_mp,head,48,50,0,,head_irs_mcbamf_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_irs_mcbamf_arab_desert_lmg_mp,head,48,50,0,,head_irs_mcbamf_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_irs_mcbamf_arab_desert_shotgun_mp,head,48,50,0,,head_irs_mcbamf_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_irs_mcbamf_arab_desert_smg_mp,head,48,50,0,,head_irs_mcbamf_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_irs_mcbamf_arab_desert_sniper_mp,head,48,50,0,,head_irs_mcbamf_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_irs_mcbamf_sas_ct_lmg_mp,head,48,50,0,,head_irs_mcbamf_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_irs_mcbamf_sas_ct_shotgun_mp,head,48,50,0,,head_irs_mcbamf_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_irs_mcbamf_sas_ct_smg_mp,head,48,50,0,,head_irs_mcbamf_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_irs_mcbamf_sas_ct_sniper_mp,head,48,50,0,,head_irs_mcbamf_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_irs_mcbamf_sas_woodland_lmg_mp,head,48,50,0,,head_irs_mcbamf_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_irs_mcbamf_sas_woodland_shotgun_mp,head,48,50,0,,head_irs_mcbamf_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_irs_mcbamf_sas_woodland_smg_mp,head,48,50,0,,head_irs_mcbamf_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_irs_mcbamf_sas_woodland_sniper_mp,head,48,50,0,,head_irs_mcbamf_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_urban_sniper_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_lmg_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_lmg_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_shotgun_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_shotgun_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_smg_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_smg_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_irs_mcbamf_spetsnaz_woodland_sniper_mp,head,48,50,0,,head_irs_mcbamf_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_irs_mcbamf_usmc_desert_lmg_mp,head,48,50,0,,head_irs_mcbamf_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_irs_mcbamf_usmc_desert_shotgun_mp,head,48,50,0,,head_irs_mcbamf_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_irs_mcbamf_usmc_desert_smg_mp,head,48,50,0,,head_irs_mcbamf_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_irs_mcbamf_usmc_desert_sniper_mp,head,48,50,0,,head_irs_mcbamf_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_a_ramos_v2_sas_ct_assault_mp,head,49,51,0,,head_a_ramos_v2_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_a_ramos_v2_sas_woodland_assault_mp,head,49,51,0,,head_a_ramos_v2_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_assault_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_assault_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_a_ramos_v2_usmc_desert_assault_mp,head,49,51,0,,head_a_ramos_v2_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_a_ramos_v2_arab_desert_assault_mp,head,49,51,0,,head_a_ramos_v2_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_a_ramos_v2_arab_desert_lmg_mp,head,49,51,0,,head_a_ramos_v2_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_a_ramos_v2_arab_desert_shotgun_mp,head,49,51,0,,head_a_ramos_v2_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_a_ramos_v2_arab_desert_smg_mp,head,49,51,0,,head_a_ramos_v2_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_a_ramos_v2_arab_desert_sniper_mp,head,49,51,0,,head_a_ramos_v2_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_a_ramos_v2_sas_ct_lmg_mp,head,49,51,0,,head_a_ramos_v2_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_a_ramos_v2_sas_ct_shotgun_mp,head,49,51,0,,head_a_ramos_v2_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_a_ramos_v2_sas_ct_smg_mp,head,49,51,0,,head_a_ramos_v2_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_a_ramos_v2_sas_ct_sniper_mp,head,49,51,0,,head_a_ramos_v2_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_a_ramos_v2_sas_woodland_lmg_mp,head,49,51,0,,head_a_ramos_v2_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_a_ramos_v2_sas_woodland_shotgun_mp,head,49,51,0,,head_a_ramos_v2_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_a_ramos_v2_sas_woodland_smg_mp,head,49,51,0,,head_a_ramos_v2_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_a_ramos_v2_sas_woodland_sniper_mp,head,49,51,0,,head_a_ramos_v2_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_urban_sniper_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_lmg_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_lmg_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_shotgun_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_shotgun_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_smg_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_smg_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_a_ramos_v2_spetsnaz_woodland_sniper_mp,head,49,51,0,,head_a_ramos_v2_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_a_ramos_v2_usmc_desert_lmg_mp,head,49,51,0,,head_a_ramos_v2_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_a_ramos_v2_usmc_desert_shotgun_mp,head,49,51,0,,head_a_ramos_v2_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_a_ramos_v2_usmc_desert_smg_mp,head,49,51,0,,head_a_ramos_v2_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_a_ramos_v2_usmc_desert_sniper_mp,head,49,51,0,,head_a_ramos_v2_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_b_kruithof_sas_ct_assault_mp,head,50,52,0,,head_b_kruithof_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_b_kruithof_sas_woodland_assault_mp,head,50,52,0,,head_b_kruithof_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_assault_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_assault_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_b_kruithof_usmc_desert_assault_mp,head,50,52,0,,head_b_kruithof_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_b_kruithof_arab_desert_assault_mp,head,50,52,0,,head_b_kruithof_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_b_kruithof_arab_desert_lmg_mp,head,50,52,0,,head_b_kruithof_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_b_kruithof_arab_desert_shotgun_mp,head,50,52,0,,head_b_kruithof_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_b_kruithof_arab_desert_smg_mp,head,50,52,0,,head_b_kruithof_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_b_kruithof_arab_desert_sniper_mp,head,50,52,0,,head_b_kruithof_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_b_kruithof_sas_ct_lmg_mp,head,50,52,0,,head_b_kruithof_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_b_kruithof_sas_ct_shotgun_mp,head,50,52,0,,head_b_kruithof_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_b_kruithof_sas_ct_smg_mp,head,50,52,0,,head_b_kruithof_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_b_kruithof_sas_ct_sniper_mp,head,50,52,0,,head_b_kruithof_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_b_kruithof_sas_woodland_lmg_mp,head,50,52,0,,head_b_kruithof_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_b_kruithof_sas_woodland_shotgun_mp,head,50,52,0,,head_b_kruithof_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_b_kruithof_sas_woodland_smg_mp,head,50,52,0,,head_b_kruithof_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_b_kruithof_sas_woodland_sniper_mp,head,50,52,0,,head_b_kruithof_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_b_kruithof_spetsnaz_urban_sniper_mp,head,50,52,0,,head_b_kruithof_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_lmg_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_lmg_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_shotgun_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_shotgun_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_smg_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_smg_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_b_kruithof_spetsnaz_woodland_sniper_mp,head,50,52,0,,head_b_kruithof_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_b_kruithof_usmc_desert_lmg_mp,head,50,52,0,,head_b_kruithof_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_b_kruithof_usmc_desert_shotgun_mp,head,50,52,0,,head_b_kruithof_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_b_kruithof_usmc_desert_smg_mp,head,50,52,0,,head_b_kruithof_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_b_kruithof_usmc_desert_sniper_mp,head,50,52,0,,head_b_kruithof_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_c_taylor_sas_ct_assault_mp,head,51,53,0,,head_c_taylor_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_c_taylor_sas_woodland_assault_mp,head,51,53,0,,head_c_taylor_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_assault_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_assault_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_c_taylor_usmc_desert_assault_mp,head,51,53,0,,head_c_taylor_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_c_taylor_arab_desert_assault_mp,head,51,53,0,,head_c_taylor_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_c_taylor_arab_desert_lmg_mp,head,51,53,0,,head_c_taylor_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_c_taylor_arab_desert_shotgun_mp,head,51,53,0,,head_c_taylor_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_c_taylor_arab_desert_smg_mp,head,51,53,0,,head_c_taylor_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_c_taylor_arab_desert_sniper_mp,head,51,53,0,,head_c_taylor_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_c_taylor_sas_ct_lmg_mp,head,51,53,0,,head_c_taylor_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_c_taylor_sas_ct_shotgun_mp,head,51,53,0,,head_c_taylor_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_c_taylor_sas_ct_smg_mp,head,51,53,0,,head_c_taylor_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_c_taylor_sas_ct_sniper_mp,head,51,53,0,,head_c_taylor_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_c_taylor_sas_woodland_lmg_mp,head,51,53,0,,head_c_taylor_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_c_taylor_sas_woodland_shotgun_mp,head,51,53,0,,head_c_taylor_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_c_taylor_sas_woodland_smg_mp,head,51,53,0,,head_c_taylor_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_c_taylor_sas_woodland_sniper_mp,head,51,53,0,,head_c_taylor_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_c_taylor_spetsnaz_urban_sniper_mp,head,51,53,0,,head_c_taylor_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_lmg_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_lmg_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_shotgun_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_shotgun_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_smg_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_smg_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_c_taylor_spetsnaz_woodland_sniper_mp,head,51,53,0,,head_c_taylor_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_c_taylor_usmc_desert_lmg_mp,head,51,53,0,,head_c_taylor_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_c_taylor_usmc_desert_shotgun_mp,head,51,53,0,,head_c_taylor_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_c_taylor_usmc_desert_smg_mp,head,51,53,0,,head_c_taylor_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_c_taylor_usmc_desert_sniper_mp,head,51,53,0,,head_c_taylor_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_d_costahaude_sas_ct_assault_mp,head,52,54,0,,head_d_costahaude_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_d_costahaude_sas_woodland_assault_mp,head,52,54,0,,head_d_costahaude_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_d_costahaude_spetsnaz_woodland_assault_mp,head,52,54,0,,head_d_costahaude_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_d_costahaude_spetsnaz_woodland_assault_mp,head,52,54,0,,head_d_costahaude_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_d_costahaude_usmc_desert_assault_mp,head,52,54,0,,head_d_costahaude_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_d_costahaude_arab_desert_assault_mp,head,52,54,0,,head_d_costahaude_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_d_costahaude_arab_desert_lmg_mp,head,52,54,0,,head_d_costahaude_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_d_costahaude_arab_desert_shotgun_mp,head,52,54,0,,head_d_costahaude_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_d_costahaude_arab_desert_smg_mp,head,52,54,0,,head_d_costahaude_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_d_costahaude_arab_desert_sniper_mp,head,52,54,0,,head_d_costahaude_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_d_costahaude_sas_ct_lmg_mp,head,52,54,0,,head_d_costahaude_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_d_costahaude_sas_ct_shotgun_mp,head,52,54,0,,head_d_costahaude_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_d_costahaude_sas_ct_smg_mp,head,52,54,0,,head_d_costahaude_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
